,artist,lyrics,song,label
712,Judy Garland,"Baby
B-B-B-Baby
Come on girls
You believe in love
'Cause I've got something to sing about it
And it goes something like this

Don't go for second best baby
Put your love to the test you know, you know you've got to
Make him express how he feels and maybe
Then you'll know your love is real

You don't need diamond rings or eighteen karat gold
Fancy cars that go very fast you know they never last no, no
What you need is a big strong hand to
Lift you to your higher ground
Make you feel like a queen on a throne
Make him love you till you can't come down

Don't go for second best baby
Put your love to the test you know, you know you've got to
Make him express how he feels and maybe
Then you'll know your love is real

Long stem roses are the way to your heart but
He needs to start with your head
Satin sheets are very romantic
What happens when you're not in bed
You deserve the best in life
So if the time isn't right then move on
Second best is never enough
You'll do much better baby on your own

Don't go for second best baby
Put your love to the test you know, you know you've got to
Make him express how he feels and maybe
Then you'll know your love is real

Express yourself
You've got to make him
Express himself
Hey, hey, hey, hey
So if you want it right now, make him show you how
Express what he's got, oh baby ready or not
And when you're gone he might regret it
Think about the love he once had
Try to carry on, but he just won't get it
He'll be back on his knees to express himself
You've got to make him express himself, hey hey

Don't go for second best baby
Put your love to the test you know, you know you've got to
Make him express how he feels and maybe
Then you'll know your love is real

Express yourself
You've got to make him
Express himself
Hey, hey, hey, hey
So if you want it right now, make him show you how
Express what he's got, oh baby ready or not
Express yourself
Respect yourself, hey, hey
So if you want it right now, make him show you how
Express what he's got, oh baby ready or not
Express yourself",Let Me Entertain You/Two Lost Souls,0.304
713,Judy Garland,"Wherever we go, whatever we do,
we're gonna go through it together.
We may not go far, but sure as a star,
wherever we are, it's together.

Wherever I go I know he goes.
Wherever I go I know she goes.
No fits, no fights, no feuds
and no egos, Amigos, together!

Through thick and through thin,
all out or all in.
And whether it's win, place or show.
With you for me and me for you,
we'll muddle through whatever we do.
Together, wherever we go.

Rose & Herbie: Wherever we go, whatever we do,
we're gonna go through it together.
Rose: Wherever we sleep, if prices are steep,
Herbie:We'll always sleep cheaper together.

Rose: Whatever the boat I row, you row.
Herbie: A duo
Rose: Whatever the row I hoe, you hoe.
Louise: A trio.
Rose: And any I. O. U., I owe you-oh's?
Herbie: Who, me-oh? No, you-oh.
Louise: No, we-oh.
All: Together!

We all take the bow
Rose: Including the cow,
All: though business is lousy and slow.
Rose: With Herbie's vim, Louise's verve,
Herbie &Louise: Now all we need is someone with nerve.
Rose: Together
Herbie &Louise: Together
Rose: Wherever
Herbie &Louise: Wherever
Rose: Together, wherever,
All: Together, wherever we go.

Rose: We go in a group,
All: We tour in a troupe.
We land in the soup, but we know
the things we do, we do by threes.
A perfect team.
Rose: No, this way, Louise!
Together
Herbie &Louise: Together
Rose: Wherever
Herbie &Louise: Wherever
All: Together, wherever we go!",Together Wherever We Go,0.703
714,Judy Garland,"There's one thing to think of when you're blue,
There are others around much worse off than you!
If a load of troubles should arrive,
Laugh and say, ""It's great to be alive!"";

And keep your sunny side up, up,
Hide the side that gets blue.
If you have nine sons in a row,
Baseball teams make money, you know!

Keep your funny side up, up,
Let your laughter come through, do!
Stand up on your legs,
Be like two fried eggs,
Keep your sunny side up!

Life can be a pleasure or a pain,
Good or bad, successful or in vain;
Happiness is just a point of view,
If you have it here's the thing to do;

Keep your sunny side up, up,
Drown a frown with a smile.
If you think it's raining for you,
Just remember, others are blue.

Always look for the bright side,
Start the day on the right side;
You'll find life worthwhile,
Learn to wear a smile,
Keep your sunny side up!",Sunny Side Up,0.405
715,Judy Garland,"Whispering while you cuddle near me
Whispering so no one can hear me
Each little whisper seems to cheer me
I know it's true dear, there's no one but you

I'm a singin'

Whispering why you'll never leave me
Whispering why you'll never grieve me
Whisper and say that you believe me
Whispering that I love you

Whispering while you cuddle near me
Whispering so no one can hear me
Each little whisper seems to cheer me
Just whispering that I love you",Whispering,0.777
716,Judy Henske,"This town is full of guys
Who think they're mighty wise,
Just because they know a thing or two.
You see them every day
Walkin' up and down Broadway,
Telling of the wonders they can do.
There's con men and there's boosters,
Card sharks and crap-shooters.
They congregate around the Metropole.
They wear fancy ties and laces,
But where do they get their aces?
They all have got an ace down in the hole!

Some of them write to the old folks for coin,
And that is their ace in the hole,
And others have friends on the old Tenderloin;
That's their old ace in the hole.

They'll tell you of trips that they're going to take
From Florida to the North Pole.
The fact is, their name would be mud,
Like a chump playing stud,
If they lost that old ace down in the hole!",Ace in the Hole,0.323
717,Judy Henske,"Oh, Danny boy, the pipes, the pipes are calling
From glen to glen, and down the mountain side.
The summer's gone, and all the roses falling,
It's you, it's you must go and I must bide.

But come ye back when summer's in the meadow,
Or when the valley's hushed and white with snow,
It's I'll be here in sunshine or in shadow,
Oh, Danny boy, oh Danny boy, I love you so!

But when ye come, and all the flowers are dying,
If I am dead, as dead I well may be,
You'll come and find the place where I am lying,
And kneel and say an Ave there for me.
And I shall hear, though soft you tread above me,
And all my grave will warmer, sweeter be,
For you will bend and tell me that you love me,
And I shall sleep in peace until you come to me!",Danny Boy,0.117
718,Judy Henske,"Red and yellow and pink and green,
Purple and orange and blue,
I can sing a rainbow,
Sing a rainbow,
Sing a rainbow too!	

Listen to your heart,
Listen to your heart,
And sing everything you feel,
I can sing a rainbow,
Sing a rainbow,
Sing a rainbow too",Sing a Rainbow,0.655
719,Judy Henske,"I lost myself on a cool damp night
I gave myself in that misty light
Was hypnotized by a strange delight
Under a lilac tree

I made wine from the lilac tree
Put my heart in its recipe
It makes me see what I want to see 
And be what I want to be

When I think more than I want to think
I do things I never should do
I drink much more that I ought to drink
Because it brings me back you
 
Lilac wine is sweet and heady, like my love
Lilac wine, I feel unsteady, like my love
Listen to me, I cannot see clearly
Isn't that she, coming to me nearly here? 

Lilac wine is sweet and heady where's my love?
Lilac wine, I feel unsteady, where's my love? 
Listen to me, why is everything so hazy?
Isn't that she, or am I just going crazy, dear? 

Lilac wine, I feel unready for my love
Feel unready for my love",Lilac Wine,0.293
720,Judy Holliday,"The party's over, it's time to call it a day
They've burst your pretty balloon
And taken the moon away
It's time to wind up the masquerade
Just make your mind up
The piper must be paid

The party's over, the candles flicker and dim
You danced and dreamed through the night
It seemed to be right just being with him
Now you must wake up, all dreams must end
Take off your makeup, the party's over
It's all over, my friend

The party's over, it's time to call it a day
They've burst your pretty balloon
And taken the moon away
Now you must wake up, all dreams must end
Take off your makeup, the party's over
It's all over, my friend

It's all over, my friend",The Party's Over,0.214
721,Judy Jacobs,"I was just a child, when I felt the Savior leading
I was drawn to what I could not understand
And for the cause of Christ
I have spent my days believing

What He'd have me be is who I am
As I've come see the weaker side of me
I've realized his grace is what I need
When sin demanded justice for my soul

Mercy said no, I'm not gonna let you go
I'm not gonna let you slip away
You don't have to be afraid
Mercy said no, sin will never take control
Life and death stood face to face
Darkness tried to steal my heart away
Thank you Jesus
Mercy said no

For God so loved the world that He sent His Son to save us
From the cross He built a bridge to set us free
Oh, but deep within our hearts
There is still a war that rages

And makes the sacrifice so hard to see
As midnight fell on crucifixion day
The light of hope seemed oh so far away
And as evil tried to stop redemption's flow

Mercy said no, I'm not gonna let you go
I'm not gonna let you slip away
You don't have to be afraid
Mercy said no, sin will never take control
Life and death stood face to face
Darkness tried to steal my heart away
Thank you Jesus
Mercy said no

And now when Heaven looks at me
It's through the blood of Jesus
Reminding me of one day long ago

Mercy said no, I'm not gonna let you go
I'm not gonna let you slip away
You don't have to be afraid
Mercy said no, sin will never take control
Life and death stood face to face
Darkness tried to steal my heart away
Thank you Jesus
Mercy said no",Mercy Said No,0.18
722,Judy Kaye,"The man who only lives for making money
Lives a life that isn't necessarily sunny
Likewise the man who works for fame

There's no guarantee that time won't erase his name
The fact is, the only work that really brings enjoyment
Is the kind that is for girl and boy meant
Fall in love and you won't regret it
That's the best work of all, if you can get it
Holding hands at midnight

'Neath a starry sky
Nice work if you can get it
And you can get it if you try
Strolling with the one girl
Sighing sigh after sigh
Nice work if you can get it
And you can get it if you try

Just imagine someone
Waiting at the cottage door
Where two hearts become one
Who could ask for anything more?
Loving one who loves you
And then taking that vow
It's nice work if you can get it
And if you get it, won't you tell me how?""

Just imagine someone
Waiting at the cottage door
Where two hearts become one
Who could ask for anything more?
Loving one who loves you
And then taking that vow
Nice work if you can get it
And if you get it, won't you tell me how?""",Nice Work If You Can Get It,0.459
723,Judy Kaye,"Listen to my tale of woe, 
It's terribly sad but true, 
All dressed up, no place to go 
Each evening I'm awfully blue. 

I must win some handsome guy 
Can't go on like this, 
I could blossom out I know, 
With somebody just like you. So

Oh, sweet and lovely lady, be good 
Oh, lady, be good to me 
I am so awfully misunderstood 
So lady, be good to me 
Oh, please have some pity 
I'm all-alone in this big city 
I tell you I'm just a lonesome babe in the wood, 
So lady be good to me. 

Oh, please have some pity 
I'm all alone in this big city 
I tell you I'm just a lonesome babe in the wood, 
So lady be good to me. 
Oh lady be good to me.","Oh, Lady Be Good",0.237
724,Judy Mowatt,"No sun will shine in my day today
The high yellow moon won't come out to play
I said darkness has covered my light,
and has changed my day into night, yeah.
Where is the love to be found
Won't someone help me
'Cause sweet life must be somewhere to be found

Instead of concrete jungle
Where the living is hardest
Concrete jungle
Man and woman have to do their best.
No chains around my feet
But still I'm not free
I know I am bound here in captivity
I've never known what happiness is
I've never known what sweet caress is
I'll be always laughing like a clown
Won't somebody help me?
'Cause my sweet life must be somewhere out there to be found
Instead of a concrete jungle
Where the living is hardest
Concrete jungle
A woman has to do her best

Sweet life, sweet life
Concrete jungle
Where the living is hardest
Concrete jungle
Man has to do his best
Concrete jungle
Where the living is hardest
Concrete jungle
People you've got to do your best
Concrete jungle",Concrete Jungle,0.881
725,Judy Mowatt,"In this world, there's pure confusion
People dying 'cause of sufferation
I know a place where there is no confusion
So here is your chance to make your decision
It's getting late
Going home to holy mount Zion
Join the light
Don't need the baggage
Going home to holy mount Zion
Marching on because we're African children

Heads of government, we're calling on you
To free jah people from captivity
The longer you take it's the worse it's gonna get
Cause when jah chant from Zion
Lightning and thunder
Run dem asunder

Going home to holy mount Zion
Join the light
Don't need the bagage
Going home to holy mount Zion
Marching on African children

Going home to holy mount Zion
Join the light
Don't need the bagage
Going home to holy mount Zion
Marching on African children

Love of one
Don't want to leave you
That's why we're here
We're here to free you
Don't stay behind",Zion Chant,0.745
726,Judy Niemack,"No one here can love or understand me
Oh, what hard luck stories they all hand me
Pack up all my cares and woe, here I go, winging low
Bye, bye, blackbird

Where somebody waits for me
Sugar's sweet, so is she
Bye, bye, blackbird

No one here can love or understand me
Oh, what hard luck stories they all hand me
Make my bed and light the light, I'll arrive late tonight
Blackbird, bye, bye

Bye, bye, blackbird
Where somebody waits for me
Sugar's sweet, so is she
Bye, bye, blackbird

No one here can love or understand me
Oh what hard luck stories they all hand me
Make my bed and light the light, I'll arrive late tonight
Blackbird, bye, bye",Bye Bye Blackbird,0.539
727,Judy Niemack,"Somewhere there's music
How faint the tune
Somewhere there's heaven
How high the moon
There is no moon above
When love is far away too
Till it comes true
That you love me as I love you

Somewhere there's music
How near, how far
Somewhere there's heaven
It's where you are
The darkest night would shine
If you would come to me soon
Until you will, how still my heart
How high the moon

Somewhere there's music
How faint the tune
Somewhere there's heaven
How high the moon
The darkest night would shine
If you would come to me soon
Until you will, how still my heart
How high the moon",How High the Moon,0.798
728,Judy Roberts,"It begins to tell
'Round midnight, midnight
I do pretty well, till after sundown
Suppertime I'm feelin' sad
But it really gets bad
'Round midnight

Memories always start 'round midnight
Haven't got the heart to stand those memories
When my heart is still with you
And ol' midnight knows it, too
When a quarrel we had needs mending
Does it mean that our love is ending
Darlin' I need you, lately I find
You're out of my heart
And I'm out of my mind

Let our hearts take wings'
'Round midnight, midnight
Let the angels sing
For your returning
Till our love is safe and sound
And old midnight comes around
Feelin' sad
Really gets bad
Round, Round, Round Midnight",'Round Midnight,0.154
729,Judy Roderick,"Cold empty bed, springs hard as lead
Pains in my head, feel like old Ned
What did I do to be so black and blue?
 
No joys for me, no company
Even the mouse ran from my house
All my life through I've been so black and blue
 
I'm white inside, but that don't help my case
Cause I can't hide what is on my face
I'm so forlorn. Life's just a thorn
My heart is torn. Why was I born?
What did I do to be so black and blue?
 
I'm hurt inside, but that don't help my case
Cause I can't hide what is on my face
How will it end? Ain't got a friend
My only sin is in my skin
What did I do to be so black and blue?
Tell me, what did I do?
What did I do?  What did I do?
What did I do?  What did I do?
What did I do?  What did I do?
What did I do? Tell me, what did I do to be so black and blue?
What did I do to be so black and blue?",Black and Blue,0.248
730,Judy Roderick,"Won't you be my chauffeur 
Won't you be my chauffeur 
I wants him to drive me 
I wants him to drive me downtown 
Yes he drives so easy, I can't turn him down 
But I don't want him 
But I don't want him 
To be ridin' these girls 
To be ridin' these girls around 
So I'm gonna steal me a pistol, shoot my chauffeur down 
Well I must buy him 
Well I must buy him 
A brand new V8 
A brand new V8 Ford 
Then he won't need no passengers, I will be his load 
(spoken: Yeah, take it away) 
Going to let my chauffeur 
Going to let my chauffeur 
Drive me around the 
Drive me around the world 
Then he can be my little boy, yes, I'll be his girl 
",Me and My Chauffeur [#],0.632
731,Judy Roderick,"We're doing it.

I look around me,
But all I seem to see,
Is people going no where,
Expecting sympathy.

It's like we're going through the motions,
Of a scripted destiny.
Tell me where's our inspiration,
If life won't wait,
I guess it's up to me.

[Chorus]
Woah!
No, we're not gonna waste another moment in this town.
Woah!
And we won't come back your world is calling out.
Woah!
We'll leave the past in the past,
Gonna find the future.
If misery loves company well,
So long, you'll miss me when I'm gone.

Ooh, ooh, ooh.
You're gonna miss me when I'm gone.
Ooh, ooh, ooh.

Procrastination, running circles in my head.
While you sit there contemplating,
You wound up left for dead (left for dead)
Life is what happens while you're busy making your excuses.
Another day, another casualty.
And that won't happen to me.

[Chorus]

Ooh, ooh, ooh.
You're gonna miss me when I'm gone.
Ooh, ooh, ooh.
You're gonna miss me when I'm gone.
When I'm gone-

Let's go!

Won't look back,
When I say goodbye.
I'm gonna leave this a hole behind me,
Gonna take what's mine tonight.
Because every wasted day becomes a wasted chance.
You're gonna wake up feeling sorry,
Because life won't wait,
I guess it's up to you.

[Chorus]

Ooh, ooh, ooh.
You're gonna miss me when I'm gone.
Ooh, ooh, ooh.
You're gonna miss me when I'm gone.
Ooh, ooh, ooh.
You're gonna miss me when I'm gone.
Ooh, ooh, ooh.
You're gonna miss me when I'm gone.",When Im Gone,0.77
732,Judy Torres,"The other night when we kissed 
You told me I was yours forever 
But when I woke up the next morning, you were gone 
Come back baby 
Come into my arms 

You, you showed me how love could be 
Just show me how much you need 
You've always been by my side 
Oh, baby that's no lie 
'Cause I, I've always been true to you 
I've always loved one, that's true 
Oh baby, can't you see that it's you 
You know that I love you so 

[Chorus: x 2]
Come into my arms baby, I know how you feel 
Come into my arms baby, this love for you is real 
I've always been too much for you it burns inside 
To wake up in the morning and you're not by my side 

You, you shared your thoughts with me 
You shared your secrecies 
And oh, how that makes me feel 
Listen baby, lets be forever 
'Cause I, I know I will always be good 
I know in my heart I should 
I'll never ever do you wrong 
My love for you is strong 

[Chorus: x 2]

You were not by my side 
Why aren't you here 

We, we can't just let this die 
You gotta give our love a try 
Oh please be by my side 
Don't even begin to cry 

'Cause I, I'm waiting to be with you 
Just give me the chance to prove 
That I'm the only one for you 
You know I was the one 

[Chorus: x 2]

You were not by my side, your not by my side 
Why aren't you here 
So please be by my side 
Please be by my side 
Come into my arms baby, I know how you feel 
This love for you is real 
It burns inside 

I know you're sorry you did me wrong 
But until then I'll remember 
You'll be back, back into my arms",Come into My Arms,0.876
733,Judy Torres,"You, you are the one I've been thinking of 
You are the one in my life 
And I, I want to show you happiness 
So baby, hold my hand and say your mine 
And now, now is the time to take advantage 
Cause our feelings are the same as each day passes by 
Oh please, please take a try to understand that what we want is more than friends 
So lets not put this to the side 

Chorus: 
Love you, will you love me, cause I love you all the time 
I need you, will you need me, please just show me that your mine 
I want you to be with me if your love for me is true 
Oh baby can't you see I'd like to give this world to you 

I, I'd love to please all your needs 
As long as you enjoy it all the time 
So please, don't ever tell me that you'd leave me 
I've always considered you forever mine 
This is why, the reason why I say I love you 
I will always be by your side until the day that I die 
And now, if I'm more than ever sure 
I will never doubt my heart cause your the one that I adore 

Chorus 

And now, now is the time to take advantage 
Cause our feelings are the same as each day passes by 
Oh please, please take a try to understand that what we want is more than friends 
So lets not put this to the side 

Chorus (2x) 
Baby, I love you 
Baby, you know that I needed you 
Cause I want you 
Got to have you 
Don't mess around 
So don't put my down 
I got to have you 
I want to give this world to you 

","Love You, Will You Love Me",0.813
734,Judy Torres,"You and I've known each other for some time
I've always wondering for so long
If my feelings for you are too song
I've waited for this moment to tell you
No other one can love like you do
Just hold my hand and say that you'll be mine
Till the end of time

[Chorus]
Please stay tonight, I neeed you and I love you so
Please stay tonight, I'll never ever let you go
Please stay tonight, I can't live without your love
Please stay tonight, You're the only one I'm thinking of

Tell me why must it be so difficult for me
To be with someone who you've cared for so long
And to give it more than your all and all
I wanted you, believe me that's true
No one can say I'm not crazy for you
Spend time with me I'll guarantee you'll see
What love can be

[Chorus]

I've waited for this moment to tell you
No other one can love like you do
Just hold my hand and say that you'll be mine
Till the end of time

Please stay tonight, I can't live without your love
Please stay tonight, You're the only one I'm thinking of

Give me the time to prove that I love you
Give me the chance I'm thinking of you
Give me tonight and I'll give you forever
To love you forever can't get any better

Give me the time to prove that I love you
Give me the chance I'm thinking of you
Please stay tonight, please stay tonight
You're the only one I'm thinking of

Please stay tonight",Please Stay Tonight,0.407
735,Judy Torres,"Highway run
Into the midnight sun
Wheels go 'round and 'round
You're on my mind

Restless hearts
Sleep alone tonight
I'm sendin' all my love
Along the wire

They say that the road
Ain't no place to start a family
Right down the line
It's been you and me

And lovin' somebody like me
Ain't all it's what's supposed to be
But you, you stand by me
I'm forever yours faithfully

Ooh, circus life
Under the big top world
We all need the clowns
To make us smile

Through space and time
Always another show
Wonder where I am
Lost without you

And being apart ain't easy
On this love affair
Two strangers learn
To fall in love again

And I get the joy
Of rediscovering you
And you, you stand by me
I'm forever yours faithfully

Faithfully I'm still yours
I'm forever yours, yeah

So faith, so faithful
So faith, so faithful
So faith, so faithfully

So faith, so faithful
So faith, so faithful
So faith, so faithfully

Faithfully

",Faithfully [Giuseppe D's Epic Journey Edit][Edit],0.707
736,Judy Torres,"Highway run
Into the midnight sun
Wheels go round and round
You're on my mind
Restless hearts
Sleep alone tonight
I'm sendin' all my love
Along the wire

They say that the road
Ain't no place to start a family,
Right down the line
It's been you and me,
And lovin' somebody like me
Ain't always what it's supposed to be,
But you, you stand by me
I'm forever yours faithfully 

Oh circus life
Under the big top world
We all need the clowns
To make us smile,
Through space and time
Always another show
Wondering where I am
Lost without you,

And being apart ain't easy
On this love affair,
Two strangers learn to fall in love again
and I'll get the joy
Of rediscovering you,
And you, you stand by me
I'm forever yours faithfully 

""Woah's"" from Journey's version

Faithfully, I'm still yours
I'm forever yours
(So faith, so faith, so faithful,
So faith, so faith, so faithful,
So faith, so faithfully)
Faithfully",Faithfully [Valentin's Dance Edit][Edit],0.596
737,Judy Welden,"FOREVER GRATEFUL

Lord, everywhere I look I see the sun shine
And I finally found that joy is mine
From doubt I'm cured; what blessings my reward
Since I've learned to trust in you, dear Lord
Your gifts I treasure; Love and perfect peace
In you I find forgiveness and sin's release

(CHORUS)
And I'll be forever grateful
For all you've been to me
You've given me wisdom; now I can see
I want to keep on growing and show others too
Lord, I'll be forever grateful to you

Once I had to have the very best Lord
Then was blessed and found I needed less
For you alone, dear Savior, have now shown
That you are not impressed with what I own
Thank you for giving me my brand new start
Lord, thank you for this feeling way down in  my heart

  (CHORUS)
Thanks to you I can forget the sad years
You took away the heartaches and the tears
You saw me through, my Savior, you always knew
I would make it if I would believe in you; And I do..

(CHORUS)

I want to keep on growing and show others too
Lord, I'll be forever grateful to you

Lyrics: Judy Welden
Music: Roy A. Crabb",Forever Grateful,0.243
738,Judy Welden,"GUIDE MY HEART

I would write when I was young
Back then I did it just for fun
Not knowing it was all a part of a plan
This precious gift you've given me
Can uplift many easily
And help them all
To see the light of love again

Some just don't understand my goal
Adversity may take it's toll
You gave me all the strength I need to see
That in the dark I'll always know
That burdens only make me grow
I've yet to see
The very best there is of me

(CHORUS)
So guide my heart
Direct my mind
Oh, Lord I pray
Each time I find
Words fall like rain
And ease the pain
So guide my heart
Direct my mind

Those blessings that you've given me
Have made me thankful, helped me see
That you will always be there by my side
Seems the heartaches have all gone
You gave me hope to carry on
Forever in your precious love I will abide

CHORUS
Words fall like rain
And ease the pain
So guide my heart
Direct my mind

Lyrics: Judy Welden
Music: Judy Welden & Kevin Wicker",Guide My Heart,0.504
739,Judy Welden,"IT'S A MIRACLE

When I woke up this morning
The rain was gone
The sun was out
And the pain was gone
I had worried about
I felt such a calmness
Where once I had stress
It is no wonder
I truly feel blessed

(CHORUS)
IT'S A MIRACLE, A miracle
My heart is as free
As a bird on a limb
IT'S A MIRACLE, A miracle
I trusted His word
And had faith in Him									
And my precious Lord
Brought a miracle today				
				
Now when there's dark clouds
I'll pay no mind
He will be there
With His guiding light
'Cause He really cares
When trouble appears
And is planning to stay
He is waiting near
Just a prayer away

CHORUS

(BRIDGE)                                                                                           
A miracle as true as the morning star  
Miracles don't merely happen...they just are	

CHORUS

Lyrics: Judy Welden
Music: Roy A. Crabb",It's a Miracle,0.204
740,Judy Welden,"MY PRECIOUS LORD

I had a dream that forever changed my life
I was redeemed through holy sacrifice
I close my eyes to shut out all His pain
Yet clear as glass I see it all again

I see the cross, the cross of Calvary
I see the one, who died for you and me
I see the blood on the path where He was led
A crown of thorns, held tightly on His head

(CHORUS)
My precious Lord relieved me of my sins
He sealed my fate for all eternity
My heart will be filled with joy again
Oh, precious Lord, when you return for me

As I awoke I saw a light so clear
Then Jesus spoke and took away my fear
I'll spread the word of His redeeming  grace
Open your heart and feel the Lord's embrace

He'll give you peace, just like he's done for me
If you believe, He will set you free
For that's the key that will open up the door
So you can dwell with the Lord forever more

CHORUS
Oh, precious Lord, when you return for me

Lyrics & Music:  Sandy Stoflet",My Precious Lord,0.548
741,Judy Welden,"YOU  ARE  THERE  FOR  ME

Lord, I've known such sadness
Sometimes the world seems cold
But Lord, I realize what counts
Can not be bought or sold
I know a Christian should be strong
And I try my best to be
But when things go wrong
You are there for me

(CHORUS)
You are there for me Lord
When others don't seem to care
Guiding me and teaching me
You have so much to share
I know I can depend on you
When heartaches come around
'Cause when I'm down
You are there for me			    			    			    	

After stormy days, Lord	
You make my world so bright
Just one command from your mighty hand
The darkness turns to light
So I will keep my faith in you
Your love will pull me through
I've come to see
You are there for me
 
 CHORUS

Yes, when I'm down
You are there for me

Lyrics: Judy Welden
Music: Roy A Crabb",You Are There for Me,0.432
742,Judy Welden,"COME ON HOME(MY SOUL'S A DYIN')

[Chorus:]
Come on home, my  soul's  a  dyin'
Come on home, my  eyes are cryin'
You gotta know
My heart gave up tryin'
To forget about you
Darlin', come on home

I understand now why you had to go
So many times I'd told you no
I was selfish and had to have my own way
And seldom heard what you had to say

[Chorus]

Come on home now and tell me that you'll stay
I promise you I will change my ways
I'll stop being a fool and start to compromise
'Cause time and tears have made me realize
You gotta

[Chorus x2]

Can't forget about you
Darlin', come on home

Lyrics: Judy Welden
Music: Judy Welden & Phil Coley",Come on Home (My Soul's Dyin'),0.391
743,Judy Welden,"HEAVEN EXPRESS

[Chorus:]
On the HEAVEN EXPRESS you travel alone
No need for baggage, cash or telephone
On the heaven express, there's no passport fee
It's a one-way ticket to eternity

Close your eyes, your ride of a lifetime begins
Your chariot has no engine, no brakes or wings
You will climb higher, way up past the clouds
You'll hear the angels praising Jesus, no peeking allowed
Their golden harps welcome you to your new address
You've arrived on 'The HEAVEN EXPRESS'

[Chorus]

Your halo and velvet wings appear as angels fly by
And blessings continue to multiply
Just feel the light of the Lord as he warms your soul
The Bible's promises await you and soon will enfold
Your prayers have been answered and sins forgiven
You're finally home in heavenly heaven	

[Chorus]

You've earned your one-way ticket to eternity
On the HEAVEN EXPRESS
The HEAVEN EXPRESS to heaven

Music: Judy Welden
Lyrics: Judy Welden, Rhonnie Scheuerman",The Heaven Express,0.846
744,Judy Welden,"HURRY UP SUNRISE

[Chorus:]
Hurry up sunrise
Come dry my eyes
Please blur my senses
From the memory of him
Early morning light
So peaceful, so dim
Hope and comfort buys
Hurry up sunrise
Come dry my eyes

The long night surrounds me
A blanket of down
I feel his presence
Though he's not around
It's really by choice
I still hear his voice
And feel his special touch
I need so much

[Chorus]

This endless night lingers
And won't go away
Yes, I am haunted
By a dream that he's near
It's a heavenly bliss
I taste his sweet lips
And his fragrance is there	
It permeates the air

[Chorus]

Lyrics: Judy Welden
Music: Tina Billias",Hurry Up Sunrise,0.272
745,Judy Welden,"LOVE CONQUERS ALL

Tears of joy now have shown
Love conquers all
And peace is a gift not on loan
We'll rise to love's call
And ride on the wings of a dove
Yes, we've known all along
Love conquers all
We're singing our victory song
We'll rise to love's call
And ride on the wings of a dove

The goal seemed too high
Sometimes we'd lose sight
Yet we hung in there until we got it right
The race is won
Let's celebrate the setting sun
Love conquers all	

All the world needs to know
Love conquers all
We do what we must, just to show
We'll rise to love's call
And ride on the wings of a dove
Just as before sing again
Love conquers all
For peace has become a new friend
We'll rise to love's call
And ride on the wings of a dove	
			
Dark clouds disappeared; it's time to forgive
And forget the faces that were negative
The race is won
Let's celebrate the setting sun
Love conquers all

Love conquers all, heed it's call [5 x]

Lyrics: Judy Welden
Music: Tina Billias",Love Conquers All,0.69
746,Judy Welden,"TOO OLD BLUES

I stayed home with my babes
All during their growing years
I ran my business on the phone
And was there to dry their tears
So that when they each would leave the nest
I could rest assured I'd given them my best
And now... my wings have come unfurled 
Have things I must inform the world
But those who hold the key
They keep on telling' me
Honey, you're too old

[Chorus:]
I've got the too old blues
Been hearing it far too long
It makes no sense... so it's time to scold
When I have so much to give
Why does it matter how long I've lived
I look and think and act young
Write unique songs that must be sung
I'm not useless, I'm strong and bold
So stop giving me those Too Old Blues

Worked so hard, saved some cash
Supported my loved ones dreams
Found energy to work on mine
And surprising as it seems
True friends took notice of my goals
Kept saying hey girl... you owe this to yourself
Pursue that dream while there's still time
Found the door and paid my dime
But those who hold the key
They keep on telling me
Honey, you're too old

[Chorus]

I'll always stay young
Have songs to be sung
I'll never quit - I refuse
So stop giving me those Too Old Blues

Lyrics: Judy Welden
Music: Judy Welden & Marc Rabins",Too Old Blues,0.509
747,Judy Welden,"ANYWHERE  I  HANG  MY  HEART  IS  HOME

I've traveled this country many times over
Some places are  misunderstood
The folks who live there complain all the time
But I look around and find what's good
That I'd be proud  to call my neighborhood

(CHORUS)
Anywhere I hang my heart is home
Whether inland or near the seashore
Yeah, anywhere I choose to roam
I find places and faces to adore
'Cause anywhere I hang my heart is home

My music career takes me new places
I leaved kin and things dear to my heart
That I know nothing could make me forget
Find many new friends, but here's the best part
My heart has room for the old and new
And like I said right from the very start

CHORUS

(BRIDGE)
Sometimes I try to be a realist
But that's not the real me
I'd rather look through rose-colored glasses
And see what I want to see

CHORUS TWICE)
Anywhere I hand my heart is home

Lyrics: Judy Welden
Music: Terrance Alan",Anywhere I Hang My Heart Is Home,0.933
