,artist,lyrics,song,label
4268,The Breeders,"Round up, holler girl
Ah, I will sing
Title TK
If I don't black out

Dumb made for fucking
And missing from the party
That boy spun out
Hold what you've got
Hold what you've got

While Xenia twists up, the sky
Akron flakes out
Grindcore little fury
(I feel hot tire)

Why is it floating in my beer
Hold what you've got
Hold what you've got

My big drum
On your big face
The one-eyed jazz
As hickeys fade, fade

Round up, holler girl
We'll all need bigger uniforms
It's been a few days
And I know I will have spun out
Hold what you've got
Hold what you've got

My big drum
On your big face
The one-eyed jazz
As hickeys fade, fade

Grindcore little fury
If I don't black out

Hold what you've got
Hold what you've got
Hold what you've got
Hold what you've got
Hold what you've got
",Little Fury,0.797
4269,The Breeders,"Victory's a blue and bruisin' voice.
I'm leaking pure white noise.
Mercy here gets meaner overnight.
It's Jersey sheer, it's outta sight.
Misery's fun, I'm kissing everyone.
I gotta hold my tongue.",London Song,0.398
4270,The Breeders,"I've laid this island sun a 1000 times
I'm on it
But I'm going strange
This island's chills and shell cover me
With winded rock
And skies I've got yet to see
I tried
I even sent in friends
They did it as a favor
Cause I'm not that way
I am the autumn in the scarlet
I am the make-up on your eyes

I land to sail
Island sail
Yeah, we're movin
Yeah, we're movin
This island's sun I've laid 1000 times
Fortune me
Fortune me
Of all my mistakes
I think I lent you late

But I've never seen a scarlet
Or a riot or the violence of you

I land to sail
Island sail
Yeah, we're movin'



",Off You,0.0638
4271,The Breeders,"Better 
I 
Better 
I stayed up 
Better 
Mono 
Put on a side 
Better 
I 
Better 
I stayed up 
Better 
Mono 
Put on a side",Put on a Side,0.222
4272,The Breeders,"Ripped off
You smoked the Bible
Rolled it up
Your last breath
Hot on my back
You get started
Try to get somewhere
You move so slow
You're not even here

Dear traveller

It's my death
My rhythm
My arithmetic
I got used to
Nobody ridin in the back

Sorrow blowin through the veins
I'm over Houston
You're over the night we met

Dear traveller

The she
Scared electricity
Where no human
Carries a map
You say you gotta burn to shine
But every prism unwinds
A road to ruin
And this tickets mine

Dear traveller



",The She,0.227
4273,The Breeders,"No one break for me, I just got life
I'm in beer class every Thursday night

I was choppered out of sea life, bad advice filled the air
Valour, ready, fight, go on, get the mayor

Jumped tank and leavin' broth of thieves
Has anyone seen the iguana?
Has anyone seen the iguana?

No one broke for me, I just got life
I'm in cedars every single night

Swarmed and choppered out of sea life
Has anyone seen the iguana?
Has anyone seen the iguana?

Has anyone seen the iguana?
Has anyone seen the iguana?
Has anyone, has anyone seen the iguana?
",Sinister Foxx,0.233
4274,The Breeders,"I got an empty case of Wip-Its
No more time on the meter

Daybreak
About face
I think I'm comin'
Cross another country line
Are we there?
Convertible
Cookin' with nitrous
Crackin' in the air
I am the sign of go

While last night's stars were high
Now they're popping in the sky
And the band is jammin' in

Daybreak
I don't like it
Better tonight
Better for you

Buzzing flourescence
I don't what it wants from me
If I find the door
Then I am the son of go

And the band is movin' in
That's what you get
That's what you get
When there's no time on the meter

You get
An empty case
Of Wip-Its
And a boyfriend with a beeper



",Son of Three,0.825
4275,The Breeders,"I took off

When will will make no way steal it
Like I found speed on the mic
I can't shut up

We're street illegal
Red hot
In ports
Swinger

The thoughts of scene a crime
Steal and all race out of my mind
I give up

We reckless op'ed
And in a hot import
Now words I'll always say
Since I found speed on the mic
I can't shut up

To girls that love to haunt
The U.S. is made
To streak her letterman
Back and forth



",Too Alive,0.522
4276,The Breeders,"I love no one
And no one loves me
I love no one
And no one loves me

I'm missing
I'm missing
I'm missing
I'm missing gah

I want no one
And no one wants me
I want no one
And no one wants me

I love no one
And no one loves me
I love no one
And no one loves me

I'm missing (Repeat 7X)
I'm missing gah",Bang On,0.57
4277,The Breeders,"Not lost
But gone before
Here no more, here no more
Each day the long light dims and fades
Not lost
But gone before

Creation sinks
Mountains bring
Ages born through memory and lore
Upon a saw tall timbers fall
Here no more, here no more

The light shines close
Echoes low
Of your sweet voice
I weep and mourn
Upon a saw tall timbers fall
Here no more, here no more

Not lost
But gone before
Here no more, here no more
Each day the long light dims and fades
Not lost
But gone before

Each day the long light dims and fades
Here no more, here no more",Here No More,0.374
4278,The Breeders,"Come on in (on in, whoa, whoa)
Come on in (on in, whoa, whoa)

Is it in the east
You've gone to far
Boys it's over there
Not that far
It's here
It's where you are

Where you going
To the city
Where you going
To the city
Istanbul

Is it in the east
You've gone to far
Boys it's over there
Not that far
It's here
It's where you are

Come on in (on in, whoa, whoa)
Come on in (on in, whoa, whoa)

Istanbul

Istanbul

Come on in (on in)
Come on in (on in)

Where you going
To the city
Where you going
To the city
Where you going
Istanbul
(whoa, whoa, whoa)",Istanbul,0.643
4279,The Breeders,"My heart's so full and fat
Go get her
A mouth full of low [unknown]
A bog of faith
Sue a ballet [unknown]

Mountain battles
Indoctered minds
I ride shot gun
From the facility

Whistling blues
And shrieking luck
Oh yeah

Tonight
Rush shines a gloom [unknown]
My wilting heart
The shadow on the moon
Fantastic view
Thinking of things to do

Shrieking luck
Thinking of things to do",Mountain Battles,0.0863
4280,The Breeders,"Can't stop the wave of sorrow
Every while that you go
Gimme this night
Gimme
Gimme this night
Gimme

Can't stop the wave of sorrow
Every while that you go
Come home (Repeat 4X)

This night of joy follows
Oh everywhere you go

Can't stop the wave of sorrow
Every while that you go
Come home (Repeat 4X)

This night of joy, follows
Oh, everywhere you go

This night of joy
Oh, everywhere you go
[Repeat 3X]
Come home
Come home
Come home",Night of Joy,0.126
4281,The Breeders,"Oh, oh, everyone to the spaces
Between our love and hate
And social graces
Oh, oh, everyone to the choices
You make between your ears
And hear, funny voices

But it's the love, it's the love
It's the love, love, love, love, love, love
It's the love

Oh, oh we belong to the faces
Between our love and hate
And all this evil, oh , oh
We belong to the choices
We make between your end and your end
And the funny dazes

But it's the love, it's the love
It's the love, love, love, love, love, love
It's the love

It's the love...love
It's the love
It's the love, love, love, love, love, love
It's the love",No Way,0.683
4282,The Breeders,"[Repeat: 5X]
I can feel it
I can feel it
I can feel it
uh,uh,...uh,uh,...uh,uh (Repeat 4X)",Overglazed,0.387
4283,The Breeders,"I am chewing on power lines
Spraying the yard in spark
Clouds were bruised when the day broke
Clouds were bruised when the day broke

You're in this town
You're in the [unknown]
Stinging my eyes enthralled [unknown]

Clouds were bruised when the day broke
Clouds were bruised when the day broke

I went abroad, wrote a line home
Wouldn't write again
'Til the cruel year was gone

My lips
Kisses cotton [unknown]
Got stuck here forever

Clouds were bruised when the day broke
Clouds were bruised when the day broke
Clouds were bruised when the day broke

Chewing on power lines
Spraying the yard in spark",Spark,0.314
4284,The Breeders,"No pursuits in the dusk
And no amusements in the house
Waiting for mercury to fall

All game no plot
Talk it down, walk it off
Trying to get rid of the friends that I've got

Oh mercury
Oh mercury
I've been waiting for a message all night

Now the singer gets laid
And the drummer gets paid
I wait for mercury to fall
Nobody's allowed to fight
'Til the band starts playing tonight

Oh mercury, oh mercury
Oh mercury, oh mercury

Hey your mascara [unknown] in my mouth
Let's go work it out!
Oh mercury
I've been waiting for the message all night

No game no plot
Talk it down, walk it off
Mercury fall

Oh mercury, oh mercury
Oh mercury, oh mercury
Oh mercury, oh mercury
Is falling",Walk It Off,0.905
4285,The Breeders,"Nothing he came to believe
Of what you decided last night
Still the sun shines
Hits my shield and ignites

We're Gonna Rise
The Sun shines
We're gonna rise
Feel a light on my face

Out of rank
Out of range

No counsel, no grand strategy
No sword to fall on
No rules backed our pain
Just a light on my face

We're gonna rise
Feel a light on my face
We're gonna rise.
Feel the light on my face

Out of rank, out of range

Speak of a man's great thoughts
I'll tell the story
Or not

Nothing he came to believe
Of what you decided last night
Still the sun shines
The sun shines.

We're gonna rise
Feel the light on my face
We're gonna rise
Feel the light on my face",We're Gonna Rise,0.137
4286,The Brendon Consort,"It came upon the midnight clear
That glorious song of old
From Angels playing near the earth
To touch their harps of gold

Peace on the earth could will two men
From Heaven's all-gracious King
The world in solemn stillness lay
To hear the Angels sing

And I hear them singing
Sing, I do hear them singing

The first Noel the Angel did say
Was to certain poor shepherds in fields as they lay
In fields where they lay, they keeping their sheep
On a cold winter's night that was so deep",It Came Upon a Midnight Clear,0.367
4287,The Brian Jonestown Massacre,"Help me
Or
Make me feel
Fine
I feel I've wasted my time.
 
Lately
Nothing feels
Right
I feel like
Taking my time
 
Just beneath the floor
Is a new world to explore
Once you've said you you loved me
 
Right behind your door
Is a treasure you've ignored
But you have to trust me
Or
Nail me to the boards
Crown of thorns for my rewards
And you've said you love me.
 
Aaaaaahhhhhhhh,",Evergreen,0.107
4288,The Brian Jonestown Massacre,"When I look in deep inside myself
And I search in vain
I've tried to be like someone else
But remain the same, wasted life

I want to know
I want to know 
I want to know
I want to know
I want to know
I want to know

When I'm sitting deep inside myself
And it causes pain
Think about the endless times I've tried
But I've failed in vain, I laugh sometimes

Between the lines, and I want to know
I want to know
I want to know
I want to know
I want to know
I want to know
I want to know
I want to know

I want to know
I want to know
I want to know
I want to know
I want to know

I want to know
I want to know
I want to know
I want to know
I want to know

I want to know
I want to know
I want to know
I want to know
I want to know

I want to know
I want to know",Wasted,0.126
4289,The Brian Jonestown Massacre,"If I thought I knew the reason 
Why I've gone and fallen 
In love with you 
You're the one thing I believe in 
And I know quite well 
What I've got to do 
First you say it's okay 
Then you say there's no way 
Then I'm making love to you! 
You're the one thing I believe in 
And know it's time cause I've 
Got to tell you 

My love 
Is 
Like a flower 
Daisies 
Are 
Always free. 
Pulling out 
The petals 
I 
Wonder, 
If you 
Love me? 
Love. 
Love me, 
Love me! 

If I thought I knew the reason 
Why I've gone and fallen 
In love with you 
You're the one thing I believe in 
And I know it's time because I've 
Got to tell you 
First you say it's okay 
Then you say there's no way 
Then I'm making love to you! 
You're the one thing I believe in 
And 
I'll get my way 
Or 
I'm going to kill you",Wisdom,0.949
4290,The Brian Jonestown Massacre,"God only knows what I will do
Now that I found out he's with you
Laugh as my world turns grey
I still can't find the words to say
Nobody loves you like I do
 
You play hide and seek
We play peek'a'boo
Even I can see
Nothing good happens with you
 
Nobody knows that I love you
It's a secret I keep to myself
How I feel
Sometimes I think I'm invisible
It's impossible
And nothing else is even real
 
We play hide and seek
We play peek'a'boo
Even I can see
Something strange happened to you",Hide and Seek [*],0.543
4291,The Brian Jonestown Massacre,"Who
Who
Who
Who?

Who
Who
Who
Who?

I see yellow
I see orange
I see green
Icy blue
I see every color that has ever been
Inside of you.
If it's boring,
Just ignore me
Don't tell me
Who are you?

Who
Who
Who
Who?

If I wake up
Or we break up
No make up.
Who are you?
When we're fighting
It's exciting
Each other,
Even you
If you give up
Before it's time
You are through.

Who
Who
Who
Who?

Who
Who
Who
Who",Who?,0.294
4292,The Brian Jonestown Massacre,"I walked from New York and back from L.A.
I lived on a mountain and once by the bay
I bought an apartment and slept in the hay
But there's no place that's softer than (your arms)

Living today is just getting so bad
There's a look on your face
And it says""you've been had!""
You can take all my money
But don't make me mad
Cause there's nobody meaner than (me)

I prayed to Buddha, to Allah, and Jim.
I turned to Jesus and stayed there with him
I fell in deep but I learned how to swim
Now there's no one who's cleaner than me or than him",Ballad of Jim Jones,0.353
4293,The Brian Jonestown Massacre,"Pleased to meet you 
Nice to know me 
What's the message? 
Will ya show me? 

I've been waiting 
A long time, now 
Now here's the answer 
You're all mine now 
Ya, I've been waiting for my Sunday girl 
Ya, I've been waiting for my Sunday girl, now 

Pleased to meet you 
Nice to know me 
What's the message? 
Will ya show me? 

I've been waiting 
A long time, now 
Now here's the answer 
You're all mine now 

Ya, I've been waiting for my Sunday girl
Ya, I've been waiting for my Sunday girl, now 

Will you follow me down now, down now 
Will you follow me down now, down now 
Will you follow me down 

Ya, I've been waiting for my Sunday girl 
Ya, I've been waiting for my Sunday girl, now 
Ya, I've been waiting for my Sunday girl 
Ya, I've been waiting for my Sunday girl, now 

Pleased to meet you 
Nice to know me 
What's the message? 
Will ya show me?

The way down town?
",Down,0.364
4294,The Brian Jonestown Massacre,"I stayed up all night
'Til the morning's first light
What did I see?
I know it wasn't me there

I waited for you
For my dreams to come true
What will they be?
I hope I can see you hardly
",Dawn,0.759
4295,The Brian Jonestown Massacre,"Jennifer I,
Was talkin to you
You said you could fly
I believe in you

Right over our heads while I was sleeping
You said that the clouds were always weeping rain.

Jennifer jenn
Lets make it come true
I don't wanna lie
Or be cruel to you

Right over my bed while I was sleeping you said that the
Clouds were always weeping rain


I like to show you but I don't know what to do

I'd love to show you but I don't know what to do
Again
I'd love to love you but I don't know what to do
Again

I know it seems the worlds aganist our dreams don't let
It bring you down

It's complicated just remember that I'll always be around",Jennifer,0.22
4296,The Brian Jonestown Massacre,"If I thought I knew the reason
Why I've gone and fallen
In love with you?
You're the one thing I believe in
And I know quite well
What I've got to do

First you say, it's okay
Then you say, there's no way
Then I'm making love to you
You're the one thing I believe in
And know it's time 'cause
I've got to tell you

My love is like a flower
Daisies are always free
Pulling out the petals
I wonder if you love me?
Love, love me, love me

If I thought, I knew the reason
Why I've gone and fallen
In love with you?
You're the one thing I believe in
And I know, it's time because
I've got to tell you

First you say, it's okay
Then you say, there's no way
Then I'm making love to you
You're the one thing I believe in
And, I'll get my way
Or I'm going to kill you

",Love,0.32
4297,The Brian Jonestown Massacre,"Hey, I'm sorry I wasn't there 
But I never lied it's a shame 
That you don't believe I care 
And neither do I 

Baby you can take your time 
And maybe tomorrow you can change your mind 
I got my friends 
I got a bottle of wine 
And I'm feeling fine 

I don't miss you now 
I don't miss you at all 

Time, it's pulling us different ways 
It's starting to show I'm afraid 
That you don't believe I'll stay 
So I gotta go 

Baby, you can take your time 
And maybe tomorrow you can change your mind 
I got some pills 
I got a bottle of wine 
And I'm feeling fine 

I don't miss you now 
I don't miss you at all 

Baby, you can take your time 
And maybe tomorrow if the sun don't shine 
I'm gonna walk around until I find 
Somebody to treat me 
To treat me kind 

You can take your time 
You can change your mind 
Change your mind 

I don't miss you now 
I don't miss you at all",Maybe Tomorrow,0.144
4298,The Brian Jonestown Massacre,"That boy who made you low 
That boy don't even know 
The boy caused you pain 
That boys got shit for brains 

Had to let you know 
I really don't even 
Know what I know 
Your my sunshine 
Your my sunshine 

Sad girl, don't lose your faith 
Your tears are pretty dimonds 
I'll kiss them off your face 
I love to see you smiling 

Had to let you know 
I had to let you know 
Your my sunshine 

Just when you thought 
That there couldn't be more 
I can turn out the lights 
And I'll show you it all 
I can take you to heaven before the sun comes up 
It's the way that you smile 
When your talking to me 
When I lost all my faith 
You just made me believe 
And I'll tell you all about it 
Yeah 
Get up closer to me 

Cause I feel like I've been spinning round and round.",Spun,0.464
4299,The Brian Jonestown Massacre,"You ain't gonna get me honey no way
Tearing down the highway in the pouring rain
Escaping from my wedding day
I heard the bells ringing in the local church 
The ceremony's nearly under way
Telegrams came and the cheap champagne 
Was driving everybody out of their brains
But I convinced my best friends I lost my nerve 
And I pleaded I was being framed

""Sailor show me which way to go"" 
I screamed out loud
""Sailor show me which way to go""

Such a deadly silence 
Due to my defiance 
The wedding ground to a halt
Said I changed my mind
Ain't no use in your trying
So her brother punched me in the throat
Her mother got hysterical
The bitch was cynical 
Father's in the corner drunk
Picking myself off the floor 
I ran to the door
Damned if I was skippin' on my way

""Sailor show me which way to go""
You should have heard the noise
Said ""Sailor show me which way to go""

So keep clean girlie 
Find a man that's truly 
Gonna love you from dusk till dawn
Keep your front door key 
Don't give him up for me 
'Cause tomorrow I may be gone
You see, your wouldbe keepers
All night creepin'
Nobody gonna change in there
Who thinks a marriage life should be like a dog's life
So let's renew it when the year runs out

Sailor show me which way to go
Sailor show me which way to go

She had a belly full of lust but she had no bust",Sailor,0.221
4300,The Brian Jonestown Massacre,"I figure it out what to say
But now that you've gone away
And everything's turned out wrong
I turned around you were gone
Girl

To my surprise
I could not be
The boy that you love
You ran away
And over me
And if I knew that
You would run
So far beyond my reach
I would have wished
That you were free

I figured it out just today
But now your so far away
And everything turned out wrong
I opened my eyes and your gone
Girl

Surprise, surprise
I did not see
That you had gone off
You ran away
And over me
And if I knew that you would run
So far beyond my reach
I would have wished that you could be
I would have wished, wished you could see
I would have wished that you were free

But man it seems cold out today
I wish it was yesterday
'Cause this day turned out wrong
And this day seems so damn long.",Telegram,0.701
4301,The Bridges,"There is a world of difference, you've got someone to grow on
Don't think the sun won't notice your shade's under my shadow
Get your heart back here and try this
Unsyncopated visionaries won't buy this

You've got me wrapped up in blue
That's how the sky will do and I've been down before 
You've got the sunset in your eyes
This comes as no surprise and I've been down before

You think our hearts are ready to push the limits of the sky
I think the wind will blow us out of proportion 
Get your heart back here and try this
Unsyncopated visionaries won't buy this

You've got me wrapped up in blue
That's how the sky will do and I've been down before 
You've got the sunset in your eyes
This comes as no surprise and I've been down before

There is a world of difference
You've got someone to grow on
Ohhhh ohhhhh

Get your heart back here and try this
Unsyncopated visionaries won't buy this

You've got me wrapped up in blue
That's how the sky will do and I've been down before 
You've got the sunset in your eyes
This comes as no surprise and I've been down before",Blue,0.29
4302,The Bridges,"Fate dropped me front and center, close behind
Was your heart a stolen find?
I'm such a hopeful
I heard the echo let go of your name
Cross her mind, stay within range
When I am listening

[Chorus]
You've got a lot to say
I'm not the one to make you feel this way
But you've got a lot to say
And you've got a lot to prove
I'm not the one to watch you
I'm not the one to watch your heart be moved
You've got a lot to prove

You're keeping things that matter most to me
Love is gone, where is she?
I'm such a hopeful
I heard the echo let go of her name, cross your heart and state it's claim
I've been listening

[Chorus]

Love me in your sleep
(We're fighting through changes)
Dream me so to speak
(We're turning to strangers)
Care enough to wake

Leave secrets out of this
Your love is a hit or miss
You're tuning out my call
Time is the biggest risk of all
Time is the biggest risk of all

I heard the echo let go and I feel alright, at least I think so",Echo,0.34
4303,The Bridges,"You've got it bad and I've said it before
I've seen it before you 
And you're so mad 
The way that you love me could only be for me

Tell me all about it oh when I'm down 
Tell me all about it oh when I'm down

You've got a kind of nerve in the sense that I couldn't replace you
A stranger's heart would only reserve you a place to come back to

Tell me all about it oh when I'm down
Tell me all about it oh when I'm down

Take a hit, take a swing, you're the one that I love
Let it all balance out I'm the one you need
Let it go take it slow you're the one I want
Oh oh oh

You've got a way of making me feel 
You're holding my heart still 
And you could say I'm willing to bet 
That I've got my mind set

Tell me all about it oh when I'm down
Tell me all about it oh when I'm down

Take a hit, take a swing, you're the one that I love
Let it all balance out I'm the one you need
Let it go take it slow you're the one I want
Whoa oh oh
Oh oh oh

Forget the close calls 
Don't bring yourself into this
You should know better by now

You oughta know
You oughta know

The way to keep my heart is keeping up

Take a hit take a swing you're the one I love
Let it all balance out I'm the one you need
Let it go take it slow you're the one I want
Oh oh oh
Oh oh oh",One I Love,0.667
4304,The Bridges,"Slow down, I wouldn't put it past her. 
One lie is not enough to last her. 
I know you're everything you could be. 
It's gone for good.

Her rain will storm out on your thunder.
She'll flood, you'll help him pull you under.
I know you're everything you could be. 
That's why it's gone for good.

One day come over to my place.
I'll make it a fair race.
I'll pave you a one way to my heart.

Speak up, the truth is in the story.
She has the floor and wants the glory.
She'll spill her heart until you notice 
That it's gone for good.

Her storm is stealin' all your thunder.
Her game is leavin' you to wonder.
I know you're everything you should be.
That's why she's gone for good.

One day come over to my place.
I'll make it a fair race.
I'll pave you a one way to my heart.",One Way,0.76
4305,The Bridges,"Time isn't telling me a thing its playing with my heart I'm tearing at the seams you on the other hand choosing what to understand is old 


CHORUS:im sure you know how we always find ourselves in the deepest corner of the darkest hour we can't get much louder than this we always lose our hearts in the strangest places picking up the pieces we break I just won't tell you about it I just won't tell you about it ijust won't tell you about it I just won't tell you about 

love isn't costing me a thing you're hearing what you want you want me so it seems time is the risk we take holding on to one mistake let go(let go) CHORUS: I JUST won't TELL YOU ABOUT IT (7 TIMES) 


OH BREAK IT LIKE YOU MEAN IT BOY SAY IT LIKE YOU'VE SAID IT BEFORE YOU'RE JUST IN TIME TO MAKE A MISTAKE HAD ALL THE TIME I CAN TAKE 

CHORUS I JUST won't TELL YOU ABOUT IT (4 TIMES )
",Pieces,0.765
4306,The Bridges,"It was a late dream
The world you made it steam
They put your heart on the stand
And every passerby watched your firefly
With nowhere to land

You rocked your words right
You let them sleep tight
Until love showed it's face
There was a light wind
You left your heart in him
It held your name back from grace

And you rock like you know
That the world needs a show
But you want somebody to love

Runaway, runaway 'cause it fits the fall
And we all know you didn't mean it at all
Runaway, runaway let your words recall
You're not alone, you wouldn't leave us at all

You watched the close calls, foreshadowed broken laws
You put yourself on a stand
You let your guilt ride and found a place to hide
From love's high demand
You found the right pose
The kind a stranger knows
Your heart was up in the air
There was a strong wind, it brought to back to him
But you were too far to care

Now you're out for the sake of a heart you can brake
Because you want somebody to love

Runaway, runaway cause it fits the fall
And we all know you didn't mean it at all
Runaway, runaway let your words recall
You're not alone, you wouldn't leave us at all

When it feels right
You're free to leave
When it feels like
There's room to breathe
And it feels like you're letting go
You're letting go

Runaway, runaway cause it fits the fall
And we all know you didn't mean it at all
Runaway, runaway let your words recall
You're not alone, you wouldn't leave us at all",Runaway,0.438
4307,The Briefs,"when i think of you you know i think of rotten fruit 
the world would be a better place if you were born a mute 
that old time rock n roll is something we could do without 
Kill Bob Seger right now, Kill Bob Seger right now 

I like to take your records and i throw them in the trash 
i wanna cut your brakes and make your tour bus crash 
you think you're like a rocker i dont get you any how
Kill Bob Seger right now, Kill Bob Seger right now 

when i think of you you know i think of rotten fruit, KILL 
the world would be a better place if you were born a mute 
that old time rock n roll song is something we could do without 
Kill Bob Seger right now, Kill Bob Seger right now, Kill Bob Seger Right Now. OOOHHHH 
kill die, kill die, kill die, kill bob die.",Silver Bullet,0.502
4308,The Briggs,"And I ask myself again
What I got myself into
But its late at night again
And that's not something I should do

But with all the time I spend
I'd still rather lie to you
As an old best friend
Until the very end

Take a chance and speak the truth
They've never lied to you
The floor is my best friend
I've come to visit you again

If you would just let go
Someone else could hold my head
Say a sentence that makes sense
So we can all go home to bed

I will not fall back down",Down,0.376
4309,The Briggs,"Idle fame with a plastic smile
Controversial relations keep you on top for a while
At the top of the charts, the bottom of the barrel

Success depends upon the company you keep
Compositions sugar-coated with messages puddle deep
Emotions bought and sold and the going rate is cheap

Gimme gimme gimme a lesson in pop star 101
'Cause I can smile and I can dance
Pull my strings and give me some cash

Because I don't wanna, I don't wanna
Lead a normal life and work like all the others
Top 40 look out, 'cause I'm gonna be number 1

Business tycoons are writing songs in crayon
Consumer reports show what needs good distribution
Appeal to the masses, the best as you can

Radio DJ's spreading your disease
Infectious transmission from sea to shining sea
Music without soul, an empty shell

Gimme gimme gimme a lesson in pop star 101
'Cause I can smile and I can dance
Pull my strings and give me some cash

Because I don't wanna, I don't wanna
Lead a normal life and work like all the others
Top 40 look out, 'cause I'm gonna be number 1

Radio dial, it can be heard for miles
But the only thing coming through is a narrow point of view
Just think one day, this could be you

Gimme gimme gimme a lesson in pop star 101
'Cause I can smile and I can dance
Pull my strings and give me some cash

Because I don't wanna, I don't wanna
Lead a normal life and work like all the others
Top 40 got no soul but it will when I take control

Because I don't wanna, I don't wanna
Lead a normal life and work like all the others
I don't wanna, I don't wanna
Lead a normal life and work like all the others

I don't wanna, I don't wanna
Lead a normal life and work like all the others
I don't wanna, I don't wanna
Lead a normal life and work like all the others

Gimme gimme gimme a lesson in pop star 101
Gimme gimme gimme a lesson in pop star 101
Gimme gimme gimme a lesson in pop star 101",Top 40,0.767
4310,The Briggs,"It is no mystery
What you get is what you see
You betrayed my loyalty
You've gone and done me wrong
Now I do you harm
My revenge is guaranteed
You stabbed me in the back
Spit right in my eye
Dragging me into the fray
Take you out, right you off, there's never enough
Ways to throw you away

[Chorus]
You'd better start runnin'
'Cause you know that I'm comin'
Cocked and loaded and I never miss
I'm onto your game
And I'm layin' the blame
And I'm addin' your name to my blacklist
You shoulda thought twice
'Cause your playin' with your life
You must have some sort of death wish
I haven't any doubt
That your time has run out
'Cause I've added your name
To my blacklist

You tried to beat me
Thought you could defeat me
But how you we ever wrong
I rise to the occasion
Character assassination
To put you down where you belong
You've got a lot to say
When I'm so far away
Now you've got a problem with me
Take you out, write you off, when I've had enough
Of your verbal debris

[Chorus]

For all the shit you talk
You've never walked the walk
All you do is run and hide
Slander me, slag me
I'm not a man you should deride
I've heard everything
All your mudslinging
You better run, as fast as you can
Take you out, write you off, are you brave enough
To stand and fight like a man

[Chorus]",Blacklist,0.719
4311,The Broadway Kids,"She asks me why, I'm just a hairy guy
I'm hairy noon and night, hair that's a fright
I'm hairy high and low, don't ask me why, Don't know
It's not for lack of bread, like the Grateful Dead
 
Darlin', give me a head with hair, long beautiful hair
Shining, gleaming, steaming, flaxen, waxen
Give me down to there hair, shoulder length or longer
Here, baby, there, momma, everywhere, daddy, daddy
Hair, hair, hair, hair, hair, hair, hair, hair
Flow it, show it, long as God can grow it, my hair
 
Let it fly in the breeze and get caught in the trees
Give a home to the fleas in my hair
A home for fleas, (yeah) a hive to bees, (yeah) a nest for birds
There ain't no words for the beauty, the splendor, the wonder of my 
Hair, hair, hair, hair, hair, hair, hair, hair
Flow it, show it, long as God can grow it, my hair
 
I want it long, straight, curly, fuzzy, snaggy, shaggy
Ratty, matty, oily, greasy, fleecy, shining, gleaming
Streaming, flaxen, waxen, knotted, polka dotted
Twisted, beaded, braided, powdered, flowered and confettied
Bangled, tangled, spangled and spaghettied
They'll be ga ga at the go go when they see me in my toga
My toga made of blond, brilliantined, biblical hair
My hair like Jesus wore it, Hallelujah, I adore it
Hallelujah; Mary loved her son, why don't my mother love me?
Hair, hair, hair, hair, hair, hair, hair, hair
Flow it, show it, long as God can grow it, my hair
Flow it, show it, long as God can grow it, my hair
Flow it, show it, long as God can grow it, my hair
Flow it, show it, long as God can grow it, my hair",Hair,0.966
4312,The Broadway Performers,"What'd you forget?
Got a light?
I know you, you're
You're shivering

It's nothing
They turned off my heat
And I'm just a little
Weak on my feet
Would you light my candle?
What are you staring at?

Nothing
Your hair in the moonlight
You look familiar
Can you make it?

Just haven't eaten much today
At least the room stopped spinning
Anyway, what?

Nothing
Your smile reminded me of
I always remind people of
Who is she?
She died
Her name was April

It's out again
Sorry about your friend
Would you light my candle?

Well
Yeah? Ow!
Oh, the wax, it's
Dripping! I like it, between my
Fingers, I figured
Oh, well, goodnight

It blew out again?
No, I think that I dropped my stash
I know I've seen you out and about
When I used to go out
Your candle's out

I'm illin'
I had it when I walked in the door
It was pure
Is it on the floor?
The floor?

They say that I have the best ass
Below 14th Street
Is it true?
What?
You're staring again
Oh no, I mean you do have a nice

I mean, you look familiar
Like your dead girlfriend
Only when you smile
But I'm sure I've seen you somewhere else

Do you go to the Cat Scratch Club?
That's where I work, I dance
Yes!
They used to tie you up
It's a living

I didn't recognize you
Without the handcuffs
We could light the candle
Oh won't you light the candle?

Why don't you forget that stuff?
You look like you're sixteen
I'm nineteen, but I'm old for my age
I'm just born to be bad

I once was born to be bad
I used to shiver like that
I have no heat, I told you

I used to sweat
I got a cold
Uh huh, I used to be a junkie
But now and then I like to
Uh huh
Feel good

Oh here it
What's that?
It's a candy bar wrapper

We could light the candle
Oh what'd you do with my candle?

That was my last match
Our eyes'll adjust
Thank God for the moon

Maybe it's not the moon at all
I hear Spike Lee's shooting down the street

Bah humbug, bah humbug

Cold hands
Yours too
Big, like my father's
Do you wanna dance?

With you?
No, with my father
I'm Roger
They call me
They call me Mimi",Light My Candle,0.769
